0	57.3316	33			9.79223
0	58.736	33			5.04764
0	58.736	33			11.3027
0	60.7394	33			5.16764
0	58.736	33			10.71
0	57.3316	33			4.74389
0	71.6142	33			3.6513
0	58.736	33			4.16579
0	57.3316	33			6.0643
0	57.3316	33			13.3477
0	59.2183	33			4.55069
0	57.3316	33			7.36661
0	59.775	33			7.9996
0	101.563	33			2.9103
0	60.6599	33			11.6872
0	65.9357	33			4.20292
0	58.736	33			7.12044
0	58.8156	33			4.76703
0	57.3316	33			17.2421
0	57.3316	33			5.00205
0	57.9069	33			6.99538
0	55.9831	33			21.4088
0	60.6599	33			5.9968
0	60.6599	33			15.6502
0	58.8156	33			6.49137
0	58.8156	33			6.13265
0	63.8951	33			5.119
0	58.8156	33			7.63509
0	56.8122	33			8.75192
0	55.9831	33			6.05966
0	60.6599	33			10.8788
0	70.9831	33			7.13671
0	60.6599	33			10.1612
0	60.0355	33			4.74698
0	58.8156	33			3.52452
0	58.736	33			9.0077
0	58.8156	33			6.21736
0	58.736	33			9.59797
0	58.8156	33			3.4665
0	58.736	33			4.36902
0	57.3316	33			5.86115
0	55.9831	33			23.4969
0	55.9831	33			6.81318
0	57.3316	33			5.31969
0	55.9831	33			8.40385
0	58.736	33			9.55455
0	57.3316	33			7.10189
0	56.8122	33			7.53047
0	58.8156	33			3.66398
0	55.9831	33			7.23185
1	72.2349	29			21.3571
1	69.8655	29			5.73768
1	69.8655	29			6.32109
1	70.5643	29			5.26425
1	72.2349	29			11.0496
1	74.4598	29			4.61275
1	69.3815	29			3.7454
1	69.3815	29			4.34724
1	73.753	29			5.32208
1	71.7349	29			10.1964
1	72.2349	29			12.0182
1	69.8655	29			6.43973
1	71.7349	29			8.46247
1	72.2349	29			9.28032
1	70.6004	29			4.83039
1	71.7349	29			6.98838
1	74.8273	29			3.26086
1	102.556	29			3.41937
1	69.3815	29			3.86444
1	69.8655	29			7.45264
1	72.2349	29			10.7888
1	73.5522	29			5.57742
1	73.3373	29			6.75619
1	72.2831	29			5.69524
1	77.9578	29			5.28612
1	72.1185	29			6.92727
1	72.2831	29			18.41
1	66.6446	29			4.43883
1	71.7028	29			4.68344
1	72.1185	29			5.50266
1	71.7028	29			4.41283
1	72.9819	29			11.4583
1	74.4116	29			4.17453
1	74.8554	29			4.0341
1	74.8554	29			4.48636
1	66.6446	29			4.07868
1	69.3815	29			5.03224
1	68.6305	29			13.7888
1	71.7028	29			4.33361
1	68.6305	29			11.2506
1	79.3434	29			5.69029
1	70.1847	29			4.01171
1	70.6004	29			12.6127
1	71.7028	29			7.20354
1	74.7008	29			5.5417
1	71.7028	29			7.7853
1	71.7028	29			8.76784
1	79.7731	29			7.13957
1	70.6004	29			39.8762
1	73.9598	29			4.53846
2	79.883	29			30.1336
2	82.6954	29			7.23131
2	80.1497	29			9.87886
2	80.1497	29			27.1397
2	80.1497	29			7.08212
2	80.6954	29			14.9033
2	84.9673	29			31.3382
2	80.6954	29			10.3479
2	80.1497	29			13.5049
2	83.2478	29			6.67543
2	79.883	29			16.2193
2	80.6954	29			3.7851
2	82.6954	29			7.73135
2	87.7935	29			5.46668
2	80.6954	29			8.69137
2	80.6954	29			11.817
2	95.6954	29			2.87536
2	80.1497	29			7.04419
2	87.5198	29			3.60755
2	82.6954	29			8.08676
2	80.1497	29			16.7432
2	82.6954	29			12.157
2	80.6954	29			9.60733
2	80.1497	29			17.0954
2	80.1497	29			15.2405
2	82.6954	29			9.50942
2	80.6954	29			14.4885
2	82.6954	29			4.37589
2	80.1497	29			16.9155
2	85.2392	29			3.632
2	80.6954	29			11.1998
2	82.6954	29			5.46799
2	80.6954	29			10.9683
2	80.6954	29			7.85467
2	79.883	29			39.5329
2	80.6954	29			8.74854
2	80.6954	29			9.16026
2	78.1566	29			7.68233
2	80.6954	29			10.3243
2	79.883	29			9.22046
2	85.5146	29			3.15526
2	79.883	29			29.6683
2	82.6954	29			5.64174
2	80.6954	29			9.27516
2	80.6954	29			11.5162
2	80.6954	29			3.70645
2	80.1497	29			18.3654
2	79.883	29			8.27507
2	80.1497	29			13.7146
2	82.6954	29			13.314
3	63.178	40			4.72858
3	63.178	40			8.28633
3	63.178	40			7.78901
3	63.178	40			8.84481
3	65.0421	40			8.61417
3	63.178	40			10.4745
3	63.178	40			6.93611
3	63.178	40			7.42535
3	63.178	40			6.69764
3	65.0421	40			20.8468
3	67.4919	40			5.59532
3	63.178	40			6.6962
3	63.178	40			13.3484
3	65.5081	40			7.36912
3	65.0421	40			10.0867
3	74.8414	40			3.90952
3	65.0421	40			9.15572
3	69.9417	40			4.24255
3	98.1909	40			3.72904
3	65.5081	40			11.8482
3	63.178	40			11.8877
3	65.0421	40			7.85244
3	65.0421	40			16.2609
3	67.4919	40			13.6998
3	63.178	40			6.55012
3	63.178	40			4.70336
3	63.178	40			6.0506
3	65.0421	40			12.3857
3	65.0421	40			16.9218
3	74.8414	40			5.73993
3	63.178	40			6.75539
3	63.178	40			7.87403
3	63.178	40			6.87918
3	67.4919	40			9.33405
3	65.0421	40			9.31301
3	65.0421	40			12.6448
3	63.178	40			9.87794
3	68.424	40			25.0055
3	63.178	40			5.91311
3	71.7735	40			4.47598
3	71.4595	40			5.34168
3	65.0421	40			4.88461
3	65.0421	40			8.16875
3	63.178	40			11.1209
3	65.0421	40			14.3213
3	63.178	40			13.2849
3	63.178	40			6.32414
