<<<<<<< HEAD
0	160.71	48			27.8733
0	126.491	48			85.1356
0	118.19	48			108.069
0	123.697	48			57.8915
0	126.854	48			45.5503
0	121.143	48			22.5328
0	115.2	48			169.271
0	123.559	48			106.666
0	120.744	48			122.848
0	115.433	48			273.766
0	126.909	48			83.5402
0	117.986	48			311.293
0	123.818	48			176.46
0	118.088	48			427.754
18	87.6018	65			3274.61
18	122.585	65			54.3681
0	115.599	48			396.241
18	95.362	65			100.453
0	134.954	48			80.7918
0	152.093	48			16.8197
18	100.812	65			120.744
18	119.313	65			35.9434
18	141.654	65			30.1166
18	117.329	65			68.2264
0	121.096	48			778.825
0	123.53	48			119.171
0	163.095	48			8.9559
0	120.976	48			243.617
0	121.234	48			151.727
18	90.3757	65			1415.17
0	118.386	48			470.251
0	120.81	48			251.186
18	92.6769	65			615.328
0	126.706	48			204.113
18	119.565	65			134.238
18	89.929	65			239.833
0	123.539	48			2414.88
0	124.068	48			79.8614
0	129.51	48			54.7061
0	126.074	48			77.1683
0	132.118	48			30.7976
18	90.0348	65			2148.88
18	97.8552	65			74.4885
18	105.887	65			47.6961
19	139.381	63			21.635
0	120.882	48			597.614
0	118.237	48			85.9362
19	102.786	63			555.457
0	120.781	48			230.188
19	125.141	63			144.741
19	122.464	63			130.563
0	115.098	48			311.274
19	130.296	63			63.443
0	126.799	48			135.751
19	124.66	63			79.0668
19	133.31	63			271.55
0	126.619	48			800.496
0	157.616	48			8.20638
0	123.587	48			51.1651
0	137.847	48			19.3609
0	120.53	48			357.805
0	129.418	48			30.3758
0	118.44	48			37.125
0	124.123	48			96.2496
0	140.522	48			19.9226
0	115.552	48			145.623
0	129.249	48			38.9656
0	117.885	48			170.775
0	131.701	48			37.7423
0	143.105	48			30.1782
19	97.3723	63			2151.83
0	124.123	48			218.54
19	116.762	63			80.6601
19	166.87	63			22.4451
1	97.8644	73			72.6715
0	0	0			0
1	92.4872	73			90.8663
0	0	0			0
1	92.4872	73			75.3041
0	0	0			0
1	118.217	73			27.0558
0	0	0			0
1	105.815	73			68.882
0	0	0			0
1	100.227	73			44.5074
0	0	0			0
1	113.04	73			48.0954
0	0	0			0
1	100.134	73			229.773
0	0	0			0
1	105.278	73			66.2279
0	0	0			0
1	97.9201	73			3842.4
0	0	0			0
1	100.857	73			83.5491
0	0	0			0
1	100.857	73			135.827
0	0	0			0
1	103.545	73			106.024
0	0	0			0
1	106.071	73			101.201
0	0	0			0
1	105.278	73			88.6622
0	0	0			0
1	97.8644	73			272.829
0	0	0			0
1	145.53	73			51.9928
0	0	0			0
1	94.9904	73			653.593
0	0	0			0
